wind_direction_relative_to_earth,wind_from_direction,wind_from_direction,1,0,,,
wind_direction_relative_to_water,sea_surface_wind_wave_to_direction,wind_from_direction,1,1,,,
wind_spd,wind_speed,wind_speed,1,1,,,
wind_spd_10,wind_speed,wind_speed,1,1,10,,
wind_spd_5,wind_speed,wind_speed,1,1,5,,
wind_spd_ndata,wind_speed_ndata,,,,,,
wind_spd_std,wind_speed_std,,,,,,
wind_speed,wind speed,wind_speed,1,1,,,
wind_speed_relative_to_earth,wind_speed,wind_speed,1,0,,,
wind_speed_relative_to_earth_at_18m,wind_speed,wind_speed,1,0,18,,
wind_speed_relative_to_water_18m,wind_speed,wind_speed,1,1,18,,
wind_speed_relative_to_water_at_10m,wind_speed,wind_speed,1,1,10,,
wind_speed_relative_to_water_at_2m,wind_speed,wind_speed,1,1,2,,
winddirection1,wind_direction,wind_from_direction,1,1,,,
winddirection2,wind_direction,wind_from_direction,1,,,,
windspeed1,wind_speed,wind_speed,1,1,,,
windspeed2,wind_speed,wind_speed,1, ,,,
z,depth,depth,1,1,,,
z1,depth,depth,1,1,,,
z1_ndata,depth_ndata,,,,,,
z1_std,depth_std,,,,,,
z2,depth,depth,1,1,,,
z2_ndata,depth_ndata,,,,,,
z2_std,depth_std,,,,,,
z_ctd,altitude,altitude,1,,,1,Check if need to convert to depth or indeed above surface measurement
z_sg,altitude,altitude,1,,,1,Check if need to convert to depth or indeed above surface measurement
zonal_wind_speed,eastward_wind,eastward_wind,1,1,,,
